Campaign_ID,Campaign_Name,Channel,Date,Impressions,Clicks,Conversions,Cost/Ad Spend,Revenue Generated,Customer Acquired,Region,Audience Segment
CMP_005,Instagram - Promo 5,Instagram,2025-03-04,7374,219,30,104.48,5249.26,29,Europe,Retirees
CMP_016,LinkedIn - Promo 16,LinkedIn,2025-03-04,14430,409,68,2058.65,928.59,54,North America,General
CMP_020,Instagram - Promo 20,Instagram,2025-03-04,7537,312,28,1909.89,2680.9,23,Latin America,Retirees
CMP_020,Instagram - Promo 20,Instagram,2025-03-04,5864,239,17,1762.46,1352.62,15,Middle East,Professionals
CMP_001,Twitter - Promo 1,Twitter,2025-03-05,5303,322,21,211.39,2271.63,20,Europe,Retirees
CMP_009,Facebook - Promo 9,Facebook,2025-03-05,15282,476,42,1931.53,1716.9,34,Latin America,Retirees
CMP_013,Google Ads - Promo 13,Google Ads,2025-03-05,14898,531,15,2436.62,1538.96,14,Asia-Pacific,Young Adults
CMP_016,LinkedIn - Promo 16,LinkedIn,2025-03-05,12647,364,45,1296.67,552.2,37,North America,Professionals
CMP_019,Google Ads - Promo 19,Google Ads,2025-03-05,19990,332,42,1896.09,2635.84,33,North America,Retirees
CMP_009,Facebook - Promo 9,Facebook,2025-03-06,14106,596,38,2322.85,1995.02,33,Middle East,General
CMP_016,LinkedIn - Promo 16,LinkedIn,2025-03-06,10696,224,43,962.22,822.89,35,North America,Professionals
CMP_017,Google Ads - Promo 17,Google Ads,2025-03-06,18695,451,20,2210.47,1463.7,16,Latin America,Students
CMP_018,Email - Promo 18,Email,2025-03-06,13990,1314,93,11609.03,12955.45,85,Europe,Retirees
CMP_004,Email - Promo 4,Email,2025-03-07,11376,719,19,1861.9,5273.98,16,North America,Retirees
CMP_009,Facebook - Promo 9,Facebook,2025-03-07,20006,693,58,3075.2,3142.46,51,Asia-Pacific,General
CMP_015,Instagram - Promo 15,Instagram,2025-03-07,6111,322,36,1807.17,2006.86,35,North America,Students
CMP_017,Google Ads - Promo 17,Google Ads,2025-03-07,13820,315,16,1541.17,892.5,15,Europe,Young Adults
CMP_003,LinkedIn - Promo 3,LinkedIn,2025-03-08,9966,517,55,1264.27,8305.07,48,Middle East,Retirees
CMP_012,Twitter - Promo 12,Twitter,2025-03-08,13482,779,114,3108.36,8051.27,109,Middle East,General
CMP_013,Google Ads - Promo 13,Google Ads,2025-03-08,17416,612,16,2985.32,2086.41,15,Middle East,Young Adults
CMP_014,Twitter - Promo 14,Twitter,2025-03-08,9770,534,35,2477.6,3617.98,32,Latin America,Professionals
CMP_019,Google Ads - Promo 19,Google Ads,2025-03-08,17047,344,40,1801.4,3490.74,37,Europe,Young Adults
CMP_008,Facebook - Promo 8,Facebook,2025-03-09,22034,325,20,537.18,699.02,16,North America,Students
CMP_009,Facebook - Promo 9,Facebook,2025-03-09,14683,510,31,2271.85,1679.11,30,Asia-Pacific,Retirees
CMP_011,Facebook - Promo 11,Facebook,2025-03-09,13489,373,29,609.76,6316.86,28,Asia-Pacific,Students
CMP_013,Google Ads - Promo 13,Google Ads,2025-03-09,15155,534,17,2250.85,2489.4,15,Asia-Pacific,Retirees
CMP_019,Google Ads - Promo 19,Google Ads,2025-03-09,14933,302,46,2286.58,3149.31,41,Middle East,Professionals
CMP_019,Google Ads - Promo 19,Google Ads,2025-03-09,12781,193,23,1012.88,2443.71,21,North America,Retirees
CMP_020,Instagram - Promo 20,Instagram,2025-03-09,6764,235,15,1444.4,1820.74,13,Middle East,Retirees
CMP_003,LinkedIn - Promo 3,LinkedIn,2025-03-10,14109,679,69,1616.08,14498.52,61,North America,Students
CMP_008,Facebook - Promo 8,Facebook,2025-03-10,17511,256,11,482.49,315.89,10,Asia-Pacific,Retirees
CMP_016,LinkedIn - Promo 16,LinkedIn,2025-03-10,7023,165,23,860.99,363.93,19,North America,Students
CMP_006,Instagram - Promo 6,Instagram,2025-03-11,18633,793,81,3175.25,8742.03,79,North America,Retirees
CMP_016,LinkedIn - Promo 16,LinkedIn,2025-03-11,13008,390,58,1731.16,1296.03,54,Europe,Retirees
CMP_018,Email - Promo 18,Email,2025-03-11,7585,573,64,5534.31,6843.94,58,Latin America,Retirees
CMP_018,Email - Promo 18,Email,2025-03-11,11798,874,55,5364.4,7277.91,53,Latin America,Retirees
CMP_005,Instagram - Promo 5,Instagram,2025-03-12,6560,190,19,98.07,3795.88,16,Asia-Pacific,Students
CMP_010,Instagram - Promo 10,Instagram,2025-03-12,11499,343,41,1205.36,4456.68,38,North America,Retirees
CMP_018,Email - Promo 18,Email,2025-03-12,13188,1020,83,5877.51,6775.81,67,North America,Retirees
CMP_019,Google Ads - Promo 19,Google Ads,2025-03-12,13136,227,33,1262.66,2856.85,27,Middle East,Students
CMP_020,Instagram - Promo 20,Instagram,2025-03-12,5446,232,22,1605.0,2849.52,18,Asia-Pacific,Young Adults
CMP_002,Twitter - Promo 2,Twitter,2025-03-13,16622,274,24,147.6,2815.86,21,Europe,Students
CMP_012,Twitter - Promo 12,Twitter,2025-03-13,12528,669,99,2670.54,5709.24,92,Middle East,Professionals
CMP_013,Google Ads - Promo 13,Google Ads,2025-03-13,12268,480,13,2044.52,1638.26,12,Europe,Young Adults
CMP_013,Google Ads - Promo 13,Google Ads,2025-03-13,14233,460,13,2311.46,1427.55,12,North America,General
CMP_014,Twitter - Promo 14,Twitter,2025-03-13,9995,630,52,3086.27,4785.28,51,Europe,Retirees
CMP_019,Google Ads - Promo 19,Google Ads,2025-03-13,18025,270,34,1162.35,1501.85,30,Europe,Retirees
CMP_020,Instagram - Promo 20,Instagram,2025-03-13,5967,259,18,1675.81,1906.52,15,Asia-Pacific,Professionals
CMP_002,Twitter - Promo 2,Twitter,2025-03-14,22896,377,21,164.88,2537.98,19,Europe,Professionals
CMP_006,Instagram - Promo 6,Instagram,2025-03-14,22601,1186,165,4218.64,17606.76,147,Europe,Professionals
CMP_008,Facebook - Promo 8,Facebook,2025-03-14,16853,203,9,374.3,354.45,7,North America,Young Adults
CMP_009,Facebook - Promo 9,Facebook,2025-03-14,19904,654,38,2844.8,1830.34,32,Asia-Pacific,General
CMP_011,Facebook - Promo 11,Facebook,2025-03-14,13493,330,33,611.09,5515.59,26,Latin America,Students
CMP_011,Facebook - Promo 11,Facebook,2025-03-14,17565,421,25,742.42,5409.04,20,Europe,Retirees
CMP_012,Twitter - Promo 12,Twitter,2025-03-14,10509,532,64,2063.57,4578.73,62,Europe,Retirees
CMP_014,Twitter - Promo 14,Twitter,2025-03-14,10194,461,31,1977.67,2831.68,28,North America,Professionals
CMP_001,Twitter - Promo 1,Twitter,2025-03-15,7615,540,32,386.89,2318.16,28,Asia-Pacific,General
CMP_009,Facebook - Promo 9,Facebook,2025-03-15,16190,662,36,2980.07,1999.83,32,Middle East,Young Adults
CMP_013,Google Ads - Promo 13,Google Ads,2025-03-15,21030,858,23,3872.2,3022.12,22,Middle East,General
CMP_014,Twitter - Promo 14,Twitter,2025-03-15,7973,412,20,1943.25,1935.61,18,Middle East,General
CMP_003,LinkedIn - Promo 3,LinkedIn,2025-03-16,8780,491,63,970.43,14781.87,55,Middle East,Professionals
CMP_004,Email - Promo 4,Email,2025-03-16,11382,625,13,1809.72,3771.8,11,Middle East,Students
CMP_007,Email - Promo 7,Email,2025-03-16,5823,159,11,729.04,904.03,10,North America,Students
CMP_009,Facebook - Promo 9,Facebook,2025-03-16,18291,630,38,2618.2,2049.53,36,Asia-Pacific,General
CMP_016,LinkedIn - Promo 16,LinkedIn,2025-03-16,15128,330,63,1782.9,1014.54,56,Latin America,Students
CMP_017,Google Ads - Promo 17,Google Ads,2025-03-16,23676,492,25,2644.8,2229.86,21,North America,Retirees
CMP_018,Email - Promo 18,Email,2025-03-16,12487,1163,103,9334.67,10106.23,100,Latin America,Professionals
CMP_020,Instagram - Promo 20,Instagram,2025-03-17,7467,262,26,2735.34,1843.76,25,North America,Retirees
CMP_003,LinkedIn - Promo 3,LinkedIn,2025-03-18,16607,965,122,2116.56,29375.95,110,North America,Students
CMP_013,Google Ads - Promo 13,Google Ads,2025-03-18,18447,577,17,2476.98,2367.7,16,Middle East,General
CMP_014,Twitter - Promo 14,Twitter,2025-03-18,11416,718,46,3051.39,5024.6,45,Asia-Pacific,General
CMP_018,Email - Promo 18,Email,2025-03-18,12505,1166,74,6518.61,8537.96,68,Middle East,Professionals
CMP_002,Twitter - Promo 2,Twitter,2025-03-19,16650,250,24,94.74,2935.42,23,Europe,Professionals
CMP_007,Email - Promo 7,Email,2025-03-19,3024,91,11,377.94,867.23,10,Latin America,Students
CMP_007,Email - Promo 7,Email,2025-03-19,4980,177,20,759.06,1709.29,18,Middle East,Young Adults
CMP_014,Twitter - Promo 14,Twitter,2025-03-19,8643,444,26,1880.41,2745.03,22,Europe,General
CMP_016,LinkedIn - Promo 16,LinkedIn,2025-03-19,11275,337,35,1421.64,730.68,32,Europe,General
CMP_019,Google Ads - Promo 19,Google Ads,2025-03-19,12138,245,28,1457.33,3201.25,25,Latin America,Students
CMP_015,Instagram - Promo 15,Instagram,2025-03-20,6655,475,54,2566.62,2605.85,52,North America,Students
CMP_004,Email - Promo 4,Email,2025-03-21,13262,866,16,2110.14,5465.8,13,North America,Professionals
CMP_005,Instagram - Promo 5,Instagram,2025-03-21,6324,180,16,109.48,2979.32,15,North America,Students
CMP_012,Twitter - Promo 12,Twitter,2025-03-21,17422,1105,121,4517.91,8393.86,100,North America,Young Adults
CMP_013,Google Ads - Promo 13,Google Ads,2025-03-21,23500,977,26,4186.39,3169.27,23,Latin America,Professionals
CMP_013,Google Ads - Promo 13,Google Ads,2025-03-21,11456,385,12,1720.18,1638.74,11,Middle East,General
CMP_020,Instagram - Promo 20,Instagram,2025-03-21,5965,216,17,1339.9,2166.2,14,Asia-Pacific,Young Adults
CMP_003,LinkedIn - Promo 3,LinkedIn,2025-03-22,10673,536,48,1128.14,8256.54,45,Europe,Professionals
CMP_005,Instagram - Promo 5,Instagram,2025-03-22,13684,366,37,263.51,6360.95,33,Middle East,Young Adults
CMP_012,Twitter - Promo 12,Twitter,2025-03-22,13877,888,114,3807.57,6599.62,94,Asia-Pacific,Retirees
CMP_013,Google Ads - Promo 13,Google Ads,2025-03-22,15573,601,16,2531.16,2239.23,15,North America,Professionals
CMP_020,Instagram - Promo 20,Instagram,2025-03-22,6351,242,14,1428.86,1007.41,12,North America,Professionals
CMP_002,Twitter - Promo 2,Twitter,2025-03-23,20292,380,28,166.94,4071.5,24,North America,Retirees
CMP_017,Google Ads - Promo 17,Google Ads,2025-03-23,18455,387,11,1789.51,580.59,9,Latin America,General
CMP_019,Google Ads - Promo 19,Google Ads,2025-03-23,18233,311,45,2274.19,2786.36,42,North America,Young Adults
CMP_005,Instagram - Promo 5,Instagram,2025-03-24,7718,157,16,71.18,2710.84,13,Europe,Young Adults
CMP_009,Facebook - Promo 9,Facebook,2025-03-24,10248,415,33,1702.32,1527.65,29,Europe,General
CMP_013,Google Ads - Promo 13,Google Ads,2025-03-24,19853,889,32,3964.7,4521.48,31,North America,General
CMP_018,Email - Promo 18,Email,2025-03-24,7474,513,39,3577.69,3031.51,34,North America,General
CMP_006,Instagram - Promo 6,Instagram,2025-03-25,14210,841,102,2916.55,9990.2,95,Latin America,General
CMP_008,Facebook - Promo 8,Facebook,2025-03-25,13844,162,6,299.28,230.91,5,Latin America,Retirees
CMP_010,Instagram - Promo 10,Instagram,2025-03-25,9060,227,22,823.43,2938.82,19,Latin America,General
CMP_011,Facebook - Promo 11,Facebook,2025-03-25,12811,380,26,630.29,4913.58,25,Latin America,General
CMP_014,Twitter - Promo 14,Twitter,2025-03-25,8309,395,31,1687.97,3642.53,29,Europe,General
CMP_003,LinkedIn - Promo 3,LinkedIn,2025-03-26,14441,593,58,1655.3,10977.88,55,Middle East,Young Adults
CMP_004,Email - Promo 4,Email,2025-03-26,14689,1073,28,2269.11,8839.03,24,Europe,Professionals
CMP_005,Instagram - Promo 5,Instagram,2025-03-26,9485,232,30,120.06,6493.24,26,Asia-Pacific,General
CMP_005,Instagram - Promo 5,Instagram,2025-03-26,8622,173,19,85.92,4036.08,15,Middle East,Retirees
CMP_010,Instagram - Promo 10,Instagram,2025-03-26,7415,250,35,860.1,5382.58,33,Europe,Students
CMP_003,LinkedIn - Promo 3,LinkedIn,2025-03-27,16985,921,113,2065.02,21546.44,101,Middle East,Retirees
CMP_004,Email - Promo 4,Email,2025-03-27,12242,655,10,1484.5,3500.42,9,Middle East,General
CMP_007,Email - Promo 7,Email,2025-03-27,8153,282,29,1262.13,2650.71,27,Asia-Pacific,Professionals
CMP_009,Facebook - Promo 9,Facebook,2025-03-27,18248,734,70,3267.51,4001.21,57,Asia-Pacific,Professionals
CMP_011,Facebook - Promo 11,Facebook,2025-03-27,11590,339,23,638.99,3901.21,19,North America,Professionals
CMP_007,Email - Promo 7,Email,2025-03-28,6201,226,17,1074.99,1252.65,14,North America,Professionals
CMP_014,Twitter - Promo 14,Twitter,2025-03-28,10651,515,31,2415.94,3550.66,25,Asia-Pacific,General
CMP_018,Email - Promo 18,Email,2025-03-28,11697,967,64,8351.45,7185.86,61,Europe,Retirees
CMP_003,LinkedIn - Promo 3,LinkedIn,2025-03-29,13539,653,80,1562.1,15258.26,71,North America,General
CMP_007,Email - Promo 7,Email,2025-03-29,8662,222,23,1018.55,2216.93,20,Latin America,Retirees
CMP_011,Facebook - Promo 11,Facebook,2025-03-29,15295,372,38,598.68,8021.4,35,Middle East,Retirees
CMP_019,Google Ads - Promo 19,Google Ads,2025-03-29,14347,268,46,1583.44,5001.21,43,Asia-Pacific,Young Adults
CMP_020,Instagram - Promo 20,Instagram,2025-03-29,8482,391,23,3753.23,2627.43,20,Middle East,General
CMP_006,Instagram - Promo 6,Instagram,2025-03-30,10188,506,60,1936.27,7226.13,49,Middle East,Young Adults
CMP_010,Instagram - Promo 10,Instagram,2025-03-30,8508,261,33,905.56,3764.01,30,Middle East,Retirees
CMP_020,Instagram - Promo 20,Instagram,2025-03-30,6971,313,30,2002.37,2527.92,25,Latin America,Young Adults
CMP_009,Facebook - Promo 9,Facebook,2025-03-31,19543,642,41,2553.84,1698.09,34,Asia-Pacific,General
CMP_009,Facebook - Promo 9,Facebook,2025-04-01,17760,659,66,2959.01,2740.34,63,Asia-Pacific,Young Adults
CMP_015,Instagram - Promo 15,Instagram,2025-04-01,5409,304,23,1607.73,1726.84,21,North America,General
CMP_002,Twitter - Promo 2,Twitter,2025-04-02,13831,265,25,91.85,3239.52,22,Europe,General
CMP_005,Instagram - Promo 5,Instagram,2025-04-02,10545,244,33,201.62,6179.89,28,North America,Retirees
CMP_009,Facebook - Promo 9,Facebook,2025-04-02,19349,577,48,2378.52,2305.15,45,Middle East,Students
CMP_009,Facebook - Promo 9,Facebook,2025-04-02,13388,409,39,1622.41,1756.5,37,Europe,Retirees
CMP_012,Twitter - Promo 12,Twitter,2025-04-02,19494,1306,172,5153.13,11099.14,139,Europe,Young Adults
CMP_015,Instagram - Promo 15,Instagram,2025-04-02,5786,307,31,2133.99,930.56,30,Latin America,Students
CMP_016,LinkedIn - Promo 16,LinkedIn,2025-04-02,13126,340,43,1719.82,1005.68,37,Asia-Pacific,General
CMP_019,Google Ads - Promo 19,Google Ads,2025-04-02,16195,292,49,1600.11,3683.56,40,Asia-Pacific,Professionals
CMP_004,Email - Promo 4,Email,2025-04-03,17586,1337,35,3153.56,10417.09,31,Middle East,Young Adults
CMP_013,Google Ads - Promo 13,Google Ads,2025-04-03,21068,818,28,3696.85,3089.12,25,Asia-Pacific,General
CMP_018,Email - Promo 18,Email,2025-04-03,11246,886,90,8655.83,12450.86,82,Asia-Pacific,Young Adults
CMP_003,LinkedIn - Promo 3,LinkedIn,2025-04-04,13118,599,72,1263.28,12424.15,60,North America,Professionals
CMP_003,LinkedIn - Promo 3,LinkedIn,2025-04-04,12208,590,77,1329.39,17688.89,76,Middle East,Students
CMP_017,Google Ads - Promo 17,Google Ads,2025-04-04,21827,396,19,2239.0,1168.25,15,Latin America,General
CMP_002,Twitter - Promo 2,Twitter,2025-04-05,15946,272,14,143.33,1895.04,13,Europe,Young Adults
CMP_003,LinkedIn - Promo 3,LinkedIn,2025-04-05,14322,687,88,1280.7,16829.56,80,Europe,Professionals
CMP_013,Google Ads - Promo 13,Google Ads,2025-04-05,11001,453,9,2141.09,1182.67,7,Asia-Pacific,Retirees
CMP_015,Instagram - Promo 15,Instagram,2025-04-05,5039,321,36,2151.25,2113.24,30,Europe,Professionals
CMP_006,Instagram - Promo 6,Instagram,2025-04-06,16527,701,93,2491.87,10354.61,85,Latin America,Retirees
CMP_017,Google Ads - Promo 17,Google Ads,2025-04-06,8417,154,8,972.88,614.16,7,Middle East,Retirees
CMP_019,Google Ads - Promo 19,Google Ads,2025-04-06,13431,257,35,1679.57,3704.67,31,Europe,Retirees
CMP_002,Twitter - Promo 2,Twitter,2025-04-07,18250,307,22,112.83,2240.04,17,Middle East,Students
CMP_003,LinkedIn - Promo 3,LinkedIn,2025-04-07,20893,856,119,2125.28,19114.63,117,Latin America,Young Adults
CMP_017,Google Ads - Promo 17,Google Ads,2025-04-07,21692,520,16,2811.89,1011.55,13,Latin America,General
CMP_020,Instagram - Promo 20,Instagram,2025-04-07,3738,125,8,1154.42,609.77,7,North America,Professionals
CMP_007,Email - Promo 7,Email,2025-04-08,7122,206,19,887.22,1823.13,16,Middle East,Young Adults
CMP_013,Google Ads - Promo 13,Google Ads,2025-04-08,22693,956,21,4215.19,2381.41,18,Middle East,Retirees
CMP_017,Google Ads - Promo 17,Google Ads,2025-04-08,21610,486,19,3339.61,1271.07,17,North America,Professionals
CMP_018,Email - Promo 18,Email,2025-04-08,9944,878,61,6549.98,7377.86,50,North America,Students
CMP_001,Twitter - Promo 1,Twitter,2025-04-09,6469,451,28,298.18,2353.38,24,Asia-Pacific,Students
CMP_006,Instagram - Promo 6,Instagram,2025-04-09,16617,790,103,3144.76,14308.44,94,Europe,Retirees
CMP_009,Facebook - Promo 9,Facebook,2025-04-09,20273,776,67,3553.62,3205.35,53,North America,General
CMP_012,Twitter - Promo 12,Twitter,2025-04-09,11679,601,55,2294.17,3176.06,54,Latin America,Young Adults
CMP_013,Google Ads - Promo 13,Google Ads,2025-04-09,19031,637,22,3063.66,2259.38,21,Asia-Pacific,Professionals
CMP_017,Google Ads - Promo 17,Google Ads,2025-04-09,19863,389,19,1858.49,1213.28,18,Europe,Retirees
CMP_009,Facebook - Promo 9,Facebook,2025-04-10,21632,738,64,3390.0,2736.48,62,Middle East,Young Adults
CMP_016,LinkedIn - Promo 16,LinkedIn,2025-04-10,12032,364,53,1802.05,1337.62,46,Asia-Pacific,General
CMP_009,Facebook - Promo 9,Facebook,2025-04-11,16157,600,45,2639.66,2227.95,36,North America,Young Adults
CMP_011,Facebook - Promo 11,Facebook,2025-04-11,11669,291,27,517.31,5451.76,23,Asia-Pacific,Students
CMP_019,Google Ads - Promo 19,Google Ads,2025-04-11,15435,279,44,1432.78,4486.93,41,Europe,Professionals
CMP_004,Email - Promo 4,Email,2025-04-12,13521,1064,20,2533.92,4923.38,16,Middle East,Retirees
CMP_005,Instagram - Promo 5,Instagram,2025-04-12,8025,201,18,145.24,3256.42,15,Latin America,Professionals
CMP_010,Instagram - Promo 10,Instagram,2025-04-12,9633,232,30,770.19,4199.33,25,Latin America,Retirees
CMP_020,Instagram - Promo 20,Instagram,2025-04-12,5418,232,18,2217.19,1499.44,15,Middle East,General
CMP_005,Instagram - Promo 5,Instagram,2025-04-13,11972,274,32,202.15,6276.2,27,Europe,Retirees
CMP_006,Instagram - Promo 6,Instagram,2025-04-13,18056,1085,124,4106.89,12509.86,105,Europe,General
CMP_008,Facebook - Promo 8,Facebook,2025-04-13,14181,181,11,315.58,403.53,9,North America,Young Adults
CMP_011,Facebook - Promo 11,Facebook,2025-04-13,12312,283,27,507.14,5467.58,23,Middle East,Retirees
CMP_015,Instagram - Promo 15,Instagram,2025-04-13,9209,544,62,3736.99,2748.48,52,North America,Retirees
CMP_016,LinkedIn - Promo 16,LinkedIn,2025-04-13,14355,436,64,2031.85,985.82,54,Europe,General
CMP_018,Email - Promo 18,Email,2025-04-13,9929,788,77,6644.25,6707.23,73,Europe,Students
CMP_019,Google Ads - Promo 19,Google Ads,2025-04-13,9046,142,22,916.68,1574.18,20,Middle East,General
CMP_002,Twitter - Promo 2,Twitter,2025-04-14,17122,235,15,124.73,1857.33,13,Europe,Students
CMP_003,LinkedIn - Promo 3,LinkedIn,2025-04-14,11164,607,84,1564.28,15677.54,72,Europe,Retirees
CMP_006,Instagram - Promo 6,Instagram,2025-04-14,21964,1071,119,3858.2,12675.65,98,Middle East,Students
CMP_012,Twitter - Promo 12,Twitter,2025-04-14,9703,518,49,2118.82,3485.66,42,Europe,Professionals
CMP_014,Twitter - Promo 14,Twitter,2025-04-14,8129,410,36,2049.09,3528.04,29,Europe,General
CMP_001,Twitter - Promo 1,Twitter,2025-04-15,7072,484,29,281.73,2340.73,23,Asia-Pacific,Professionals
CMP_006,Instagram - Promo 6,Instagram,2025-04-15,25301,1431,156,4876.51,21142.24,130,Asia-Pacific,Students
CMP_013,Google Ads - Promo 13,Google Ads,2025-04-15,11062,339,7,1584.75,1016.72,6,Middle East,General
CMP_001,Twitter - Promo 1,Twitter,2025-04-16,6735,410,23,316.6,1634.76,19,Middle East,Retirees
CMP_005,Instagram - Promo 5,Instagram,2025-04-16,11821,334,43,213.61,6821.1,39,Asia-Pacific,Retirees
CMP_007,Email - Promo 7,Email,2025-04-16,5594,176,21,795.1,1570.45,18,Asia-Pacific,Young Adults
CMP_007,Email - Promo 7,Email,2025-04-16,7748,222,19,1003.29,1748.76,16,North America,General
CMP_013,Google Ads - Promo 13,Google Ads,2025-04-16,16836,724,14,3009.9,1746.69,12,Latin America,Professionals
CMP_020,Instagram - Promo 20,Instagram,2025-04-16,6345,224,16,1456.97,2272.87,15,Middle East,Professionals
CMP_001,Twitter - Promo 1,Twitter,2025-04-17,7085,433,24,350.54,2534.31,22,Latin America,Young Adults
CMP_016,LinkedIn - Promo 16,LinkedIn,2025-04-17,8787,199,21,999.56,391.29,17,Latin America,Students
CMP_018,Email - Promo 18,Email,2025-04-17,10221,916,68,9351.0,5075.83,65,Middle East,Professionals
CMP_020,Instagram - Promo 20,Instagram,2025-04-17,8781,417,25,2737.35,1779.6,21,Middle East,Retirees
CMP_020,Instagram - Promo 20,Instagram,2025-04-17,9881,386,26,3115.47,2405.98,23,Europe,Young Adults
CMP_003,LinkedIn - Promo 3,LinkedIn,2025-04-18,16710,692,57,1985.36,9169.47,51,Europe,Retirees
CMP_005,Instagram - Promo 5,Instagram,2025-04-18,8692,211,29,104.41,5353.63,23,Europe,Young Adults
CMP_010,Instagram - Promo 10,Instagram,2025-04-18,8969,303,34,934.94,3891.43,29,Middle East,Young Adults
CMP_016,LinkedIn - Promo 16,LinkedIn,2025-04-18,11693,316,40,1319.23,954.08,38,Middle East,Professionals
CMP_013,Google Ads - Promo 13,Google Ads,2025-04-19,15290,481,16,2283.47,1615.39,13,Latin America,Professionals
CMP_015,Instagram - Promo 15,Instagram,2025-04-19,7986,547,60,3608.84,2135.92,54,Latin America,Retirees
CMP_019,Google Ads - Promo 19,Google Ads,2025-04-19,15347,250,41,1869.98,2549.96,38,North America,General
CMP_010,Instagram - Promo 10,Instagram,2025-04-20,10081,285,41,964.32,6284.35,40,Latin America,Professionals
CMP_003,LinkedIn - Promo 3,LinkedIn,2025-04-21,14962,882,121,2247.44,28329.69,116,Latin America,General
CMP_012,Twitter - Promo 12,Twitter,2025-04-21,13492,635,93,2474.63,4734.09,92,Latin America,General
CMP_017,Google Ads - Promo 17,Google Ads,2025-04-21,18132,368,11,2405.26,887.56,9,Latin America,Retirees
CMP_019,Google Ads - Promo 19,Google Ads,2025-04-21,14142,277,40,2128.46,4458.95,38,North America,Students
CMP_001,Twitter - Promo 1,Twitter,2025-04-22,5639,331,18,193.66,1472.14,16,Middle East,Retirees
CMP_006,Instagram - Promo 6,Instagram,2025-04-22,22924,1145,112,4191.48,12487.79,90,North America,Young Adults
CMP_014,Twitter - Promo 14,Twitter,2025-04-22,11943,777,62,3301.68,6542.31,50,Middle East,Young Adults
CMP_015,Instagram - Promo 15,Instagram,2025-04-22,7279,387,26,2185.67,1512.57,22,North America,Young Adults
CMP_018,Email - Promo 18,Email,2025-04-22,18987,1737,138,11945.0,19424.06,110,Latin America,Professionals
CMP_018,Email - Promo 18,Email,2025-04-22,7465,651,63,5688.55,3629.56,61,Latin America,Young Adults
CMP_002,Twitter - Promo 2,Twitter,2025-04-23,16323,247,22,118.76,3201.64,18,Middle East,Retirees
CMP_003,LinkedIn - Promo 3,LinkedIn,2025-04-23,14660,845,95,2246.38,23485.77,84,Latin America,Professionals
CMP_014,Twitter - Promo 14,Twitter,2025-04-23,10126,557,41,2785.46,3589.41,33,Europe,General
CMP_018,Email - Promo 18,Email,2025-04-23,13254,1182,126,10887.33,13267.35,116,Europe,Retirees
CMP_020,Instagram - Promo 20,Instagram,2025-04-23,6518,239,18,2096.85,2110.51,16,Latin America,Professionals
CMP_003,LinkedIn - Promo 3,LinkedIn,2025-04-24,14717,796,79,2324.88,13685.59,68,Asia-Pacific,Professionals
CMP_014,Twitter - Promo 14,Twitter,2025-04-24,10245,473,42,2395.15,4291.59,40,Europe,Professionals
CMP_019,Google Ads - Promo 19,Google Ads,2025-04-24,14855,256,40,1297.25,1840.71,36,Latin America,Students
CMP_003,LinkedIn - Promo 3,LinkedIn,2025-04-25,16086,950,115,2688.44,22507.06,104,Middle East,General
CMP_008,Facebook - Promo 8,Facebook,2025-04-25,13660,165,6,287.87,180.46,5,Asia-Pacific,Young Adults
CMP_016,LinkedIn - Promo 16,LinkedIn,2025-04-25,10827,312,42,1815.61,1094.25,38,North America,Students
CMP_020,Instagram - Promo 20,Instagram,2025-04-25,8286,320,22,2066.63,2609.82,19,Asia-Pacific,Young Adults
CMP_014,Twitter - Promo 14,Twitter,2025-04-26,12281,601,53,2701.15,6502.24,51,Europe,Young Adults
CMP_014,Twitter - Promo 14,Twitter,2025-04-26,14173,913,52,4041.09,4832.41,48,Europe,Students
CMP_015,Instagram - Promo 15,Instagram,2025-04-26,6243,395,37,2810.5,1223.29,36,Asia-Pacific,General
CMP_004,Email - Promo 4,Email,2025-04-27,15671,854,21,2605.93,5554.74,18,Middle East,Young Adults
CMP_010,Instagram - Promo 10,Instagram,2025-04-27,8323,254,33,829.28,4745.98,26,Europe,Young Adults
CMP_010,Instagram - Promo 10,Instagram,2025-04-27,8338,207,23,649.71,3263.51,19,Middle East,General
CMP_011,Facebook - Promo 11,Facebook,2025-04-27,12941,370,31,647.35,5287.22,27,Europe,Retirees
CMP_020,Instagram - Promo 20,Instagram,2025-04-27,7997,364,23,2783.3,1910.59,22,Asia-Pacific,General
CMP_004,Email - Promo 4,Email,2025-04-28,15625,875,18,1968.1,6248.55,17,Latin America,Professionals
CMP_010,Instagram - Promo 10,Instagram,2025-04-28,7279,185,21,600.47,3013.79,19,Middle East,Students
CMP_014,Twitter - Promo 14,Twitter,2025-04-28,11501,752,45,3754.93,4923.07,42,Middle East,Professionals
CMP_012,Twitter - Promo 12,Twitter,2025-04-29,13564,863,86,3266.67,6066.52,81,Latin America,Students
CMP_017,Google Ads - Promo 17,Google Ads,2025-04-29,16382,299,11,1947.79,966.73,9,Asia-Pacific,General
CMP_020,Instagram - Promo 20,Instagram,2025-04-29,6738,257,22,1837.72,2381.38,19,Europe,Young Adults
CMP_002,Twitter - Promo 2,Twitter,2025-04-30,17430,244,18,120.08,2138.3,15,North America,Young Adults
CMP_009,Facebook - Promo 9,Facebook,2025-04-30,18838,559,54,2589.03,3137.86,44,Europe,Students
